Source,Target,Weight
Bardziukova A,Schallenberg S,1
Bardziukova A,Klauschen F,1
Bardziukova A,Mann M,1
Kjærgaard J,Thielert M,1
Thielert M,Vasconez S,1
Oeller M,Thielert M,1
Thielert M,Ugur E,1
Schallenberg S,Thielert M,1
Klauschen F,Thielert M,1
Kjærgaard J,Zwiebel M,1
Kjærgaard J,Vasconez S,1
Kjærgaard J,Oeller M,1
Kjærgaard J,Metousis A,1
Kjærgaard J,Ugur E,1
Kjærgaard J,Rodriguez EH,1
Kjærgaard J,Rosenberger FA,1
Kjærgaard J,Schallenberg S,1
Kjærgaard J,Klauschen F,1
Kjærgaard J,Mann M,1
Vasconez S,Zwiebel M,1
Ugur E,Zwiebel M,1
Schallenberg S,Zwiebel M,1
Klauschen F,Zwiebel M,1
Oeller M,Vasconez S,1
Metousis A,Vasconez S,1
Ugur E,Vasconez S,1
Rodriguez EH,Vasconez S,1
Rosenberger FA,Vasconez S,1
Schallenberg S,Vasconez S,1
Klauschen F,Vasconez S,1
Mann M,Vasconez S,1
Oeller M,Ugur E,1
Oeller M,Rodriguez EH,1
Oeller M,Schallenberg S,1
Klauschen F,Oeller M,1
Metousis A,Ugur E,1
Metousis A,Schallenberg S,1
Klauschen F,Metousis A,1
Rodriguez EH,Ugur E,1
Rosenberger FA,Ugur E,1
Schallenberg S,Ugur E,1
Klauschen F,Ugur E,1
Mann M,Ugur E,1
Rodriguez EH,Schallenberg S,1
Klauschen F,Rodriguez EH,1
Rosenberger FA,Schallenberg S,1
Klauschen F,Rosenberger FA,1
Klauschen F,Schallenberg S,2
Mann M,Schallenberg S,1
Klauschen F,Mann M,1
Nimo J,Valdes DS,2
Nonn O,Valdes DS,1
Ulrich J,Valdes DS,1
Forstner D,Valdes DS,1
Haider S,Valdes DS,1
Ressler M,Valdes DS,1
Pignitter M,Valdes DS,1
Müller DN,Valdes DS,1
Dechend R,Valdes DS,1
Gauster M,Valdes DS,1
Coscia F,Valdes DS,2
Herse F,Valdes DS,2
Nimo J,Nonn O,1
Nimo J,Ulrich J,1
Forstner D,Nimo J,1
Haider S,Nimo J,1
Nimo J,Ressler M,1
Nimo J,Pignitter M,1
Müller DN,Nimo J,1
Dechend R,Nimo J,1
Gauster M,Nimo J,1
Herse F,Nimo J,2
Nonn O,Ulrich J,1
Forstner D,Nonn O,1
Haider S,Nonn O,1
Nonn O,Ressler M,1
Nonn O,Pignitter M,1
Müller DN,Nonn O,1
Dechend R,Nonn O,1
Gauster M,Nonn O,1
Coscia F,Nonn O,1
Herse F,Nonn O,1
Forstner D,Ulrich J,1
Haider S,Ulrich J,1
Ressler M,Ulrich J,1
Pignitter M,Ulrich J,1
Müller DN,Ulrich J,1
Dechend R,Ulrich J,1
Gauster M,Ulrich J,1
Coscia F,Ulrich J,1
Herse F,Ulrich J,1
Forstner D,Haider S,1
Forstner D,Ressler M,1
Forstner D,Pignitter M,1
Forstner D,Müller DN,1
Dechend R,Forstner D,1
Forstner D,Gauster M,1
Coscia F,Forstner D,1
Forstner D,Herse F,1
Haider S,Ressler M,1
Haider S,Pignitter M,1
Haider S,Müller DN,1
Dechend R,Haider S,1
Gauster M,Haider S,1
Coscia F,Haider S,1
Haider S,Herse F,1
Pignitter M,Ressler M,1
Müller DN,Ressler M,1
Dechend R,Ressler M,1
Gauster M,Ressler M,1
Coscia F,Ressler M,1
Herse F,Ressler M,1
Müller DN,Pignitter M,1
Dechend R,Pignitter M,1
Gauster M,Pignitter M,1
Coscia F,Pignitter M,1
Herse F,Pignitter M,1
Dechend R,Müller DN,1
Gauster M,Müller DN,1
Coscia F,Müller DN,1
Herse F,Müller DN,1
Dechend R,Gauster M,1
Coscia F,Dechend R,1
Dechend R,Herse F,1
Coscia F,Gauster M,1
Gauster M,Herse F,1
Coscia F,Herse F,2
Nimo J,Trinh M,1
Nimo J,Pentimalli T,1
Klingeberg M,Nimo J,1
Nimo J,Schallenberg S,1
Klauschen F,Nimo J,1
Florian S,Nimo J,1
Nimo J,Rajewsky N,1
Fritzsche S,Valdes DS,1
Fritzsche S,Trinh M,1
Fritzsche S,Pentimalli T,1
Fritzsche S,Klauschen F,1
Fritzsche S,Herse F,1
Florian S,Fritzsche S,1
Fritzsche S,Rajewsky N,1
Trinh M,Valdes DS,1
Pentimalli T,Valdes DS,1
Klingeberg M,Valdes DS,1
Schallenberg S,Valdes DS,1
Klauschen F,Valdes DS,1
Florian S,Valdes DS,1
Rajewsky N,Valdes DS,1
Pentimalli T,Trinh M,1
Klingeberg M,Trinh M,1
Schallenberg S,Trinh M,1
Klauschen F,Trinh M,1
Herse F,Trinh M,1
Florian S,Trinh M,1
Rajewsky N,Trinh M,1
Coscia F,Trinh M,1
Klingeberg M,Pentimalli T,1
Pentimalli T,Schallenberg S,1
Klauschen F,Pentimalli T,1
Herse F,Pentimalli T,1
Florian S,Pentimalli T,1
Pentimalli T,Rajewsky N,1
Coscia F,Pentimalli T,1
Klauschen F,Klingeberg M,1
Herse F,Klingeberg M,1
Florian S,Klingeberg M,1
Klingeberg M,Rajewsky N,1
Herse F,Schallenberg S,1
Florian S,Schallenberg S,1
Rajewsky N,Schallenberg S,1
Herse F,Klauschen F,1
Florian S,Klauschen F,1
Klauschen F,Rajewsky N,1
Coscia F,Klauschen F,1
Florian S,Herse F,1
Herse F,Rajewsky N,1
Florian S,Rajewsky N,1
Coscia F,Florian S,1
Coscia F,Rajewsky N,1
Metousis A,Xu TT,1
Kainacher L,Xu TT,1
Xu TT,Zhang X,1
Steigenberger B,Xu TT,1
Madden KG,Xu TT,1
Schweizer L,Xu TT,1
Duteil C,Xu TT,1
Rossini S,Xu TT,1
Lengyel E,Xu TT,1
Obermayr E,Xu TT,1
Shulman Z,Xu TT,1
Nordmann TM,Xu TT,1
Lindberg EL,Xu TT,1
Mann M,Xu TT,1
Murray PJ,Xu TT,1
Kainacher L,Metousis A,1
Metousis A,Zhang X,1
Metousis A,Steigenberger B,1
Madden KG,Metousis A,1
Duteil C,Metousis A,1
Metousis A,Rossini S,1
Metousis A,Obermayr E,1
Metousis A,Shulman Z,1
Lindberg EL,Metousis A,1
Kainacher L,Zhang X,1
Kainacher L,Steigenberger B,1
Kainacher L,Madden KG,1
Kainacher L,Schweizer L,1
Duteil C,Kainacher L,1
Kainacher L,Rossini S,1
Kainacher L,Lengyel E,1
Kainacher L,Obermayr E,1
Kainacher L,Shulman Z,1
Kainacher L,Nordmann TM,1
Kainacher L,Lindberg EL,1
Kainacher L,Mann M,1
Kainacher L,Murray PJ,1
Steigenberger B,Zhang X,1
Madden KG,Zhang X,1
Schweizer L,Zhang X,1
Duteil C,Zhang X,1
Rossini S,Zhang X,1
Lengyel E,Zhang X,1
Obermayr E,Zhang X,1
Shulman Z,Zhang X,1
Nordmann TM,Zhang X,1
Lindberg EL,Zhang X,1
Mann M,Zhang X,1
Murray PJ,Zhang X,1
Madden KG,Steigenberger B,1
Schweizer L,Steigenberger B,1
Duteil C,Steigenberger B,1
Rossini S,Steigenberger B,1
Lengyel E,Steigenberger B,1
Obermayr E,Steigenberger B,1
Shulman Z,Steigenberger B,1
Nordmann TM,Steigenberger B,1
Lindberg EL,Steigenberger B,1
Mann M,Steigenberger B,1
Murray PJ,Steigenberger B,1
Madden KG,Schweizer L,1
Duteil C,Madden KG,1
Madden KG,Rossini S,1
Lengyel E,Madden KG,1
Madden KG,Obermayr E,1
Madden KG,Shulman Z,1
Madden KG,Nordmann TM,1
Lindberg EL,Madden KG,1
Madden KG,Mann M,1
Madden KG,Murray PJ,1
Duteil C,Schweizer L,1
Rossini S,Schweizer L,1
Obermayr E,Schweizer L,1
Schweizer L,Shulman Z,1
Lindberg EL,Schweizer L,1
Duteil C,Rossini S,1
Duteil C,Lengyel E,1
Duteil C,Obermayr E,1
Duteil C,Shulman Z,1
Duteil C,Nordmann TM,1
Duteil C,Lindberg EL,1
Duteil C,Mann M,1
Duteil C,Murray PJ,1
Lengyel E,Rossini S,1
Obermayr E,Rossini S,1
Rossini S,Shulman Z,1
Nordmann TM,Rossini S,1
Lindberg EL,Rossini S,1
Mann M,Rossini S,1
Murray PJ,Rossini S,1
Lengyel E,Obermayr E,1
Lengyel E,Shulman Z,1
Lengyel E,Lindberg EL,1
Lengyel E,Murray PJ,1
Obermayr E,Shulman Z,1
Nordmann TM,Obermayr E,1
Lindberg EL,Obermayr E,1
Mann M,Obermayr E,1
Murray PJ,Obermayr E,1
Nordmann TM,Shulman Z,1
Lindberg EL,Shulman Z,1
Mann M,Shulman Z,1
Murray PJ,Shulman Z,1
Lindberg EL,Nordmann TM,1
Lindberg EL,Mann M,1
Lindberg EL,Murray PJ,1
Sjöstedt E,Weiss CAM,1
Debnath A,Weiss CAM,1
Diedrich L,Weiss CAM,1
Weiss CAM,Zwahlen M,1
Skarwan E,Weiss CAM,1
Heymann T,Weiss CAM,1
Oliinyk D,Weiss CAM,1
Kratz E,Weiss CAM,1
Braun C,Weiss CAM,1
Schunkert H,Weiss CAM,1
Johansson F,Weiss CAM,1
Lundberg E,Weiss CAM,1
Weiss CAM,von Feilitzen K,1
Lindskog C,Weiss CAM,1
Weiss CAM,von Scheidt M,1
Uhlén M,Weiss CAM,1
Debnath A,Sjöstedt E,1
Ben-Moshe S,Sjöstedt E,1
Diedrich L,Sjöstedt E,1
Sjöstedt E,Zwahlen M,1
Oeller M,Sjöstedt E,1
Sjöstedt E,Wahle M,1
Sjöstedt E,Skarwan E,1
Heymann T,Sjöstedt E,1
Oliinyk D,Sjöstedt E,1
Kratz E,Sjöstedt E,1
Metousis A,Sjöstedt E,1
Braun C,Sjöstedt E,1
Schunkert H,Sjöstedt E,1
Johansson F,Sjöstedt E,1
Lundberg E,Sjöstedt E,1
Sjöstedt E,von Feilitzen K,1
Lindskog C,Sjöstedt E,1
Rosenberger FA,Sjöstedt E,1
Sjöstedt E,von Scheidt M,1
Sjöstedt E,Uhlén M,1
Mann M,Sjöstedt E,1
Ben-Moshe S,Debnath A,1
Debnath A,Diedrich L,1
Debnath A,Zwahlen M,1
Debnath A,Oeller M,1
Debnath A,Wahle M,1
Debnath A,Skarwan E,1
Debnath A,Heymann T,1
Debnath A,Oliinyk D,1
Debnath A,Kratz E,1
Debnath A,Metousis A,1
Braun C,Debnath A,1
Debnath A,Schunkert H,1
Debnath A,Johansson F,1
Debnath A,Lundberg E,1
Debnath A,von Feilitzen K,1
Debnath A,Lindskog C,1
Debnath A,Rosenberger FA,1
Debnath A,von Scheidt M,1
Debnath A,Uhlén M,1
Debnath A,Mann M,1
Ben-Moshe S,Diedrich L,1
Ben-Moshe S,Zwahlen M,1
Ben-Moshe S,Oeller M,1
Ben-Moshe S,Wahle M,1
Ben-Moshe S,Skarwan E,1
Ben-Moshe S,Heymann T,1
Ben-Moshe S,Oliinyk D,1
Ben-Moshe S,Kratz E,1
Ben-Moshe S,Metousis A,1
Ben-Moshe S,Braun C,1
Ben-Moshe S,Schunkert H,1
Ben-Moshe S,Johansson F,1
Ben-Moshe S,Lundberg E,1
Ben-Moshe S,von Feilitzen K,1
Ben-Moshe S,Lindskog C,1
Ben-Moshe S,von Scheidt M,1
Ben-Moshe S,Uhlén M,1
Diedrich L,Zwahlen M,1
Diedrich L,Oeller M,1
Diedrich L,Wahle M,1
Diedrich L,Skarwan E,1
Diedrich L,Heymann T,1
Diedrich L,Oliinyk D,1
Diedrich L,Kratz E,1
Diedrich L,Metousis A,1
Braun C,Diedrich L,1
Diedrich L,Schunkert H,1
Diedrich L,Johansson F,1
Diedrich L,Lundberg E,1
Diedrich L,von Feilitzen K,1
Diedrich L,Lindskog C,1
Diedrich L,Rosenberger FA,1
Diedrich L,von Scheidt M,1
Diedrich L,Uhlén M,1
Diedrich L,Mann M,1
Oeller M,Zwahlen M,1
Wahle M,Zwahlen M,1
Skarwan E,Zwahlen M,1
Heymann T,Zwahlen M,1
Oliinyk D,Zwahlen M,1
Kratz E,Zwahlen M,1
Metousis A,Zwahlen M,1
Braun C,Zwahlen M,1
Schunkert H,Zwahlen M,1
Johansson F,Zwahlen M,1
Lundberg E,Zwahlen M,1
Zwahlen M,von Feilitzen K,1
Lindskog C,Zwahlen M,1
Rosenberger FA,Zwahlen M,1
Zwahlen M,von Scheidt M,1
Uhlén M,Zwahlen M,1
Mann M,Zwahlen M,1
Oeller M,Skarwan E,1
Kratz E,Oeller M,1
Braun C,Oeller M,1
Oeller M,Schunkert H,1
Johansson F,Oeller M,1
Lundberg E,Oeller M,1
Oeller M,von Feilitzen K,1
Lindskog C,Oeller M,1
Oeller M,von Scheidt M,1
Oeller M,Uhlén M,1
Skarwan E,Wahle M,1
Heymann T,Wahle M,1
Oliinyk D,Wahle M,1
Kratz E,Wahle M,1
Braun C,Wahle M,1
Schunkert H,Wahle M,1
Johansson F,Wahle M,1
Lundberg E,Wahle M,1
Wahle M,von Feilitzen K,1
Lindskog C,Wahle M,1
Wahle M,von Scheidt M,1
Uhlén M,Wahle M,1
Heymann T,Skarwan E,1
Oliinyk D,Skarwan E,1
Kratz E,Skarwan E,1
Metousis A,Skarwan E,1
Braun C,Skarwan E,1
Schunkert H,Skarwan E,1
Johansson F,Skarwan E,1
Lundberg E,Skarwan E,1
Skarwan E,von Feilitzen K,1
Lindskog C,Skarwan E,1
Rosenberger FA,Skarwan E,1
Skarwan E,von Scheidt M,1
Skarwan E,Uhlén M,1
Mann M,Skarwan E,1
Heymann T,Kratz E,2
Braun C,Heymann T,1
Heymann T,Schunkert H,1
Heymann T,Johansson F,1
Heymann T,Lundberg E,1
Heymann T,von Feilitzen K,1
Heymann T,Lindskog C,1
Heymann T,von Scheidt M,1
Heymann T,Uhlén M,1
Kratz E,Oliinyk D,1
Braun C,Oliinyk D,1
Oliinyk D,Schunkert H,1
Johansson F,Oliinyk D,1
Lundberg E,Oliinyk D,1
Oliinyk D,von Feilitzen K,1
Lindskog C,Oliinyk D,1
Oliinyk D,von Scheidt M,1
Oliinyk D,Uhlén M,1
Kratz E,Metousis A,2
Braun C,Kratz E,1
Kratz E,Schunkert H,1
Johansson F,Kratz E,1
Kratz E,Lundberg E,1
Kratz E,von Feilitzen K,1
Kratz E,Lindskog C,1
Kratz E,Rosenberger FA,1
Kratz E,von Scheidt M,1
Kratz E,Uhlén M,1
Kratz E,Mann M,2
Braun C,Metousis A,1
Metousis A,Schunkert H,1
Johansson F,Metousis A,1
Lundberg E,Metousis A,1
Metousis A,von Feilitzen K,1
Lindskog C,Metousis A,1
Metousis A,von Scheidt M,1
Metousis A,Uhlén M,1
Braun C,Schunkert H,1
Braun C,Johansson F,1
Braun C,Lundberg E,1
Braun C,von Feilitzen K,1
Braun C,Lindskog C,1
Braun C,Rosenberger FA,1
Braun C,von Scheidt M,1
Braun C,Uhlén M,1
Braun C,Mann M,1
Johansson F,Schunkert H,1
Lundberg E,Schunkert H,1
Schunkert H,von Feilitzen K,1
Lindskog C,Schunkert H,1
Rosenberger FA,Schunkert H,1
Schunkert H,von Scheidt M,1
Schunkert H,Uhlén M,1
Mann M,Schunkert H,1
Johansson F,Lundberg E,1
Johansson F,von Feilitzen K,1
Johansson F,Lindskog C,1
Johansson F,Rosenberger FA,1
Johansson F,von Scheidt M,1
Johansson F,Uhlén M,1
Johansson F,Mann M,1
Lundberg E,von Feilitzen K,1
Lindskog C,Lundberg E,1
Lundberg E,Rosenberger FA,1
Lundberg E,von Scheidt M,1
Lundberg E,Uhlén M,1
Lindskog C,von Feilitzen K,1
Rosenberger FA,von Feilitzen K,1
von Feilitzen K,von Scheidt M,1
Uhlén M,von Feilitzen K,1
Mann M,von Feilitzen K,1
Lindskog C,Rosenberger FA,1
Lindskog C,von Scheidt M,1
Lindskog C,Uhlén M,1
Lindskog C,Mann M,1
Rosenberger FA,von Scheidt M,1
Rosenberger FA,Uhlén M,1
Uhlén M,von Scheidt M,1
Mann M,von Scheidt M,1
Mann M,Uhlén M,1
Stadler R,Zwiebel M,1
Dummer R,Zwiebel M,1
Stadler R,Wahle M,1
Dummer R,Wahle M,1
Levesque MP,Stadler R,1
Dummer R,Stadler R,1
Nordmann TM,Stadler R,1
Mann M,Stadler R,1
Dummer R,Levesque MP,1
Dummer R,Nordmann TM,1
Dummer R,Mann M,1
Kratz E,Sinha A,1
Adeshara T,Kratz E,1
Kratz E,Paloschi V,1
Kratz E,Sachs N,1
Kratz E,Pauli J,1
Glukha N,Kratz E,1
Huber A,Kratz E,1
Kratz E,Schanda S,1
Branzan D,Kratz E,1
Bleckwehl T,Kratz E,1
Hayat S,Kratz E,1
Kratz E,Maegdefessel L,1
Adeshara T,Sinha A,1
Paloschi V,Sinha A,1
Sachs N,Sinha A,1
Pauli J,Sinha A,1
Glukha N,Sinha A,1
Huber A,Sinha A,1
Schanda S,Sinha A,1
Heymann T,Sinha A,1
Branzan D,Sinha A,1
Bleckwehl T,Sinha A,1
Hayat S,Sinha A,1
Maegdefessel L,Sinha A,1
Adeshara T,Paloschi V,1
Adeshara T,Sachs N,1
Adeshara T,Pauli J,1
Adeshara T,Glukha N,1
Adeshara T,Huber A,1
Adeshara T,Schanda S,1
Adeshara T,Metousis A,1
Adeshara T,Heymann T,1
Adeshara T,Branzan D,1
Adeshara T,Bleckwehl T,1
Adeshara T,Hayat S,1
Adeshara T,Maegdefessel L,1
Adeshara T,Mann M,1
Paloschi V,Sachs N,1
Paloschi V,Pauli J,1
Glukha N,Paloschi V,1
Huber A,Paloschi V,1
Paloschi V,Schanda S,1
Metousis A,Paloschi V,1
Heymann T,Paloschi V,1
Branzan D,Paloschi V,1
Bleckwehl T,Paloschi V,1
Hayat S,Paloschi V,1
Maegdefessel L,Paloschi V,1
Mann M,Paloschi V,1
Pauli J,Sachs N,1
Glukha N,Sachs N,1
Huber A,Sachs N,1
Sachs N,Schanda S,1
Metousis A,Sachs N,1
Heymann T,Sachs N,1
Branzan D,Sachs N,1
Bleckwehl T,Sachs N,1
Hayat S,Sachs N,1
Maegdefessel L,Sachs N,1
Mann M,Sachs N,1
Glukha N,Pauli J,1
Huber A,Pauli J,1
Pauli J,Schanda S,1
Metousis A,Pauli J,1
Heymann T,Pauli J,1
Branzan D,Pauli J,1
Bleckwehl T,Pauli J,1
Hayat S,Pauli J,1
Maegdefessel L,Pauli J,1
Mann M,Pauli J,1
Glukha N,Huber A,1
Glukha N,Schanda S,1
Glukha N,Metousis A,1
Glukha N,Heymann T,1
Branzan D,Glukha N,1
Bleckwehl T,Glukha N,1
Glukha N,Hayat S,1
Glukha N,Maegdefessel L,1
Glukha N,Mann M,1
Huber A,Schanda S,1
Huber A,Metousis A,1
Heymann T,Huber A,1
Branzan D,Huber A,1
Bleckwehl T,Huber A,1
Hayat S,Huber A,1
Huber A,Maegdefessel L,1
Huber A,Mann M,1
Metousis A,Schanda S,1
Heymann T,Schanda S,1
Branzan D,Schanda S,1
Bleckwehl T,Schanda S,1
Hayat S,Schanda S,1
Maegdefessel L,Schanda S,1
Mann M,Schanda S,1
Branzan D,Metousis A,1
Bleckwehl T,Metousis A,1
Hayat S,Metousis A,1
Maegdefessel L,Metousis A,1
Branzan D,Heymann T,1
Bleckwehl T,Heymann T,1
Hayat S,Heymann T,1
Heymann T,Maegdefessel L,1
Bleckwehl T,Branzan D,1
Branzan D,Hayat S,1
Branzan D,Maegdefessel L,1
Branzan D,Mann M,1
Bleckwehl T,Hayat S,1
Bleckwehl T,Maegdefessel L,1
Bleckwehl T,Mann M,1
Hayat S,Maegdefessel L,1
Hayat S,Mann M,1
Maegdefessel L,Mann M,1
Schmacke NA,Wallmann G,1
Bérouti M,Schmacke NA,1
Harz H,Schmacke NA,1
Leonhardt H,Schmacke NA,1
Hornung V,Schmacke NA,1
Mädler SC,Wallmann G,1
Bérouti M,Mädler SC,1
Harz H,Mädler SC,1
Leonhardt H,Mädler SC,1
Hornung V,Mädler SC,1
Metousis A,Wallmann G,1
Bérouti M,Wallmann G,1
Harz H,Wallmann G,1
Leonhardt H,Wallmann G,1
Mann M,Wallmann G,1
Hornung V,Wallmann G,1
Bérouti M,Metousis A,1
Harz H,Metousis A,1
Leonhardt H,Metousis A,1
Hornung V,Metousis A,1
Bérouti M,Harz H,1
Bérouti M,Leonhardt H,1
Bérouti M,Mann M,1
Bérouti M,Hornung V,1
Harz H,Leonhardt H,1
Harz H,Mann M,1
Harz H,Hornung V,1
Leonhardt H,Mann M,1
Hornung V,Leonhardt H,1
Hornung V,Mann M,1
Pedersen LM,Zheng X,1
Bzorek M,Zheng X,1
Gjerdrum LMR,Zheng X,1
Bzorek M,Pedersen LM,1
Mund A,Pedersen LM,1
Gjerdrum LMR,Pedersen LM,1
Mann M,Pedersen LM,1
Bzorek M,Gjerdrum LMR,1
Gjerdrum LMR,Mund A,1
Gjerdrum LMR,Mann M,1
